"","X","height","relation"
"1000",1000,65.62374,"father"
"1001",1001,65.92199,"father"
"1002",1002,67.11129,"father"
"1003",1003,66.89727,"father"
"1004",1004,67.94195,"father"
"1005",1005,67.7274,"father"
"1006",1006,67.54999,"father"
"1007",1007,67.96013,"father"
"1008",1008,68.83038,"father"
"1009",1009,69.43917,"father"
"1010",1010,68.55957,"father"
"1011",1011,69.10638,"father"
"1012",1012,70.4814,"father"
"1013",1013,69.92992,"father"
"1014",1014,70.04238,"father"
"1015",1015,69.56779,"father"
"1016",1016,71.01077,"father"
"1017",1017,70.62603,"father"
"1018",1018,71.46383,"father"
"1019",1019,71.62112,"father"
"1020",1020,73.87758,"father"
"1021",1021,65.00573,"father"
"1022",1022,66.30354,"father"
"1023",1023,65.86743,"father"
"1024",1024,66.86667,"father"
"1025",1025,67.15958,"father"
"1026",1026,68.06904,"father"
"1027",1027,67.57382,"father"
"1028",1028,67.63354,"father"
"1029",1029,69.41356,"father"
"1030",1030,68.87192,"father"
"1031",1031,69.07779,"father"
"1032",1032,69.81177,"father"
"1033",1033,70.01463,"father"
"1034",1034,69.56649,"father"
"1035",1035,70.254,"father"
"1036",1036,70.68296,"father"
"1037",1037,70.87874,"father"
"1038",1038,72.45099,"father"
"1039",1039,73.04359,"father"
"1040",1040,74.40915,"father"
"1041",1041,67.40139,"father"
"1042",1042,66.53122,"father"
"1043",1043,68.04593,"father"
"1044",1044,68.82772,"father"
"1045",1045,69.33069,"father"
"1046",1046,70.34676,"father"
"1047",1047,70.173,"father"
"1048",1048,70.80883,"father"
"1049",1049,70.7029,"father"
"1050",1050,72.35959,"father"
"1051",1051,72.3661,"father"
"1052",1052,67.17534,"father"
"1053",1053,67.84045,"father"
"1054",1054,68.9053,"father"
"1055",1055,70.3752,"father"
"1056",1056,71.18523,"father"
"1057",1057,71.41254,"father"
"1058",1058,71.70673,"father"
"1059",1059,72.60072,"father"
"1060",1060,67.57652,"father"
"1061",1061,68.55814,"father"
"1062",1062,70.95019,"father"
"1063",1063,71.99783,"father"
"1064",1064,75.17469,"father"
"1065",1065,73.07157,"father"
"1066",1066,69.92407,"father"
"1067",1067,65.54323,"father"
"1068",1068,72.56261,"father"
"1069",1069,72.15051,"father"
"1070",1070,63.22006,"father"
"1071",1071,73.2645,"father"
"1072",1072,65.81296,"father"
"1073",1073,67.70657,"father"
"1074",1074,66.99681,"father"
"1075",1075,71.33181,"father"
"1076",1076,71.78314,"father"
"1077",1077,70.73837,"father"
"1078",1078,70.30609,"father"
"1079",1079,59.77827,"son"
"1080",1080,63.21404,"son"
"1081",1081,63.34242,"son"
"1082",1082,62.79238,"son"
"1083",1083,64.28113,"son"
"1084",1084,64.24221,"son"
"1085",1085,64.08231,"son"
"1086",1086,63.99574,"son"
"1087",1087,64.61338,"son"
"1088",1088,63.97944,"son"
"1089",1089,65.24451,"son"
"1090",1090,65.35102,"son"
"1091",1091,65.67992,"son"
"1092",1092,65.43664,"son"
"1093",1093,65.29391,"son"
"1094",1094,64.79017,"son"
"1095",1095,65.01881,"son"
"1096",1096,65.5464,"son"
"1097",1097,65.08145,"son"
"1098",1098,65.49008,"son"
"1099",1099,65.1352,"son"
"1100",1100,65.51262,"son"
"1101",1101,66.58436,"son"
"1102",1102,66.37842,"son"
"1103",1103,66.14782,"son"
"1104",1104,65.97259,"son"
"1105",1105,65.95887,"son"
"1106",1106,66.45202,"son"
"1107",1107,65.74797,"son"
"1108",1108,65.97164,"son"
"1109",1109,65.90548,"son"
"1110",1110,65.90773,"son"
"1111",1111,66.47103,"son"
"1112",1112,65.75023,"son"
"1113",1113,66.34666,"son"
"1114",1114,66.08577,"son"
"1115",1115,66.28037,"son"
"1116",1116,66.34354,"son"
"1117",1117,66.41711,"son"
"1118",1118,67.22558,"son"
"1119",1119,67.46394,"son"
"1120",1120,66.99362,"son"
"1121",1121,66.76647,"son"
"1122",1122,67.0342,"son"
"1123",1123,66.84316,"son"
"1124",1124,69.2989,"son"
"1125",1125,69.09114,"son"
"1126",1126,61.66358,"son"
"1127",1127,65.7288,"son"
"1128",1128,68.98012,"son"
"1129",1129,67.37397,"son"
"1130",1130,67.17459,"son"
"1131",1131,67.06712,"son"
"1132",1132,67.29446,"son"
"1133",1133,67.62665,"son"
"1134",1134,67.47923,"son"
"1135",1135,66.92162,"son"
"1136",1136,67.58324,"son"
"1137",1137,67.21191,"son"
"1138",1138,66.81629,"son"
"1139",1139,67.24268,"son"
"1140",1140,67.51036,"son"
"1141",1141,67.57026,"son"
"1142",1142,67.17258,"son"
"1143",1143,67.54129,"son"
"1144",1144,67.37113,"son"
"1145",1145,67.59714,"son"
"1146",1146,67.25104,"son"
"1147",1147,66.82533,"son"
"1148",1148,66.72679,"son"
"1149",1149,66.92996,"son"
"1150",1150,67.64847,"son"
"1151",1151,68.04291,"son"
"1152",1152,68.4885,"son"
"1153",1153,68.04777,"son"
"1154",1154,68.34573,"son"
"1155",1155,68.33829,"son"
"1156",1156,68.3138,"son"
"1157",1157,68.18333,"son"
"1158",1158,68.51056,"son"
"1159",1159,68.12014,"son"
"1160",1160,68.31563,"son"
"1161",1161,68.04774,"son"
"1162",1162,68.61273,"son"
"1163",1163,67.9425,"son"
"1164",1164,68.08381,"son"
"1165",1165,68.36754,"son"
"1166",1166,67.85181,"son"
"1167",1167,68.19806,"son"
"1168",1168,68.01897,"son"
"1169",1169,68.23431,"son"
"1170",1170,67.89742,"son"
"1171",1171,68.62409,"son"
"1172",1172,67.97912,"son"
"1173",1173,68.2668,"son"
"1174",1174,67.94192,"son"
"1175",1175,68.62072,"son"
"1176",1176,68.23857,"son"
"1177",1177,68.58554,"son"
"1178",1178,68.06568,"son"
"1179",1179,68.38188,"son"
"1180",1180,67.75943,"son"
"1181",1181,68.59991,"son"
"1182",1182,67.91483,"son"
"1183",1183,67.83861,"son"
"1184",1184,68.77562,"son"
"1185",1185,69.60782,"son"
"1186",1186,69.69143,"son"
"1187",1187,69.41491,"son"
"1188",1188,69.68931,"son"
"1189",1189,69.20775,"son"
"1190",1190,69.45627,"son"
"1191",1191,69.59614,"son"
"1192",1192,69.27994,"son"
"1193",1193,69.52338,"son"
"1194",1194,68.74406,"son"
"1195",1195,69.30987,"son"
"1196",1196,69.22571,"son"
"1197",1197,69.24073,"son"
"1198",1198,69.4912,"son"
"1199",1199,69.11921,"son"
"1200",1200,68.93751,"son"
"1201",1201,69.45774,"son"
"1202",1202,69.27599,"son"
"1203",1203,69.22869,"son"
"1204",1204,68.70547,"son"
"1205",1205,69.34638,"son"
"1206",1206,68.87137,"son"
"1207",1207,69.30262,"son"
"1208",1208,69.1579,"son"
"1209",1209,69.62727,"son"
"1210",1210,69.11014,"son"
"1211",1211,69.09596,"son"
"1212",1212,69.03281,"son"
"1213",1213,69.85677,"son"
"1214",1214,70.06274,"son"
"1215",1215,69.89765,"son"
"1216",1216,70.26185,"son"
"1217",1217,70.52663,"son"
"1218",1218,70.52744,"son"
"1219",1219,69.7865,"son"
"1220",1220,70.36684,"son"
"1221",1221,69.97604,"son"
"1222",1222,69.83308,"son"
"1223",1223,70.69951,"son"
"1224",1224,70.16871,"son"
"1225",1225,70.11632,"son"
"1226",1226,69.95433,"son"
"1227",1227,70.31279,"son"
"1228",1228,69.80903,"son"
"1229",1229,69.96792,"son"
"1230",1230,69.93939,"son"
"1231",1231,69.73486,"son"
"1232",1232,70.08397,"son"
"1233",1233,70.01015,"son"
"1234",1234,70.65025,"son"
"1235",1235,70.01253,"son"
"1236",1236,70.09077,"son"
"1237",1237,71.34319,"son"
"1238",1238,70.81542,"son"
"1239",1239,71.44929,"son"
"1240",1240,71.18676,"son"
"1241",1241,71.66276,"son"
"1242",1242,71.39516,"son"
"1243",1243,70.73612,"son"
"1244",1244,71.2608,"son"
"1245",1245,71.04721,"son"
"1246",1246,71.2592,"son"
"1247",1247,70.89486,"son"
"1248",1248,71.31732,"son"
"1249",1249,71.55712,"son"
"1250",1250,71.17701,"son"
"1251",1251,71.03412,"son"
"1252",1252,71.37275,"son"
"1253",1253,71.64741,"son"
"1254",1254,71.1205,"son"
"1255",1255,70.91756,"son"
"1256",1256,71.66455,"son"
"1257",1257,72.39198,"son"
"1258",1258,71.87928,"son"
"1259",1259,72.34482,"son"
"1260",1260,72.17265,"son"
"1261",1261,72.52078,"son"
"1262",1262,71.98836,"son"
"1263",1263,72.34482,"son"
"1264",1264,72.45347,"son"
"1265",1265,72.26945,"son"
"1266",1266,71.96844,"son"
"1267",1267,72.18169,"son"
"1268",1268,72.7864,"son"
"1269",1269,73.0414,"son"
"1270",1270,72.87858,"son"
"1271",1271,73.17304,"son"
"1272",1272,73.63274,"son"
"1273",1273,72.88245,"son"
"1274",1274,73.18148,"son"
"1275",1275,74.3209,"son"
"1276",1276,74.40727,"son"
"1277",1277,73.76791,"son"
"1278",1278,73.92119,"son"
"1279",1279,73.75503,"son"
"1280",1280,75.56214,"son"
"1281",1281,75.70222,"son"
"1282",1282,77.21338,"son"
"1283",1283,61.28882,"son"
"1284",1284,74.28343,"son"
"1285",1285,70.93102,"son"
"1286",1286,75.34802,"son"
"1287",1287,61.78758,"son"
"1288",1288,64.00009,"son"
"1289",1289,62.4658,"son"
"1290",1290,73.70465,"son"
"1291",1291,66.3495,"son"
"1292",1292,62.20543,"son"
"1293",1293,65.421,"son"
"1294",1294,63.9922,"son"
"1295",1295,62.78458,"son"
"1296",1296,63.52486,"son"
"1297",1297,63.49966,"son"
"1298",1298,62.89658,"son"
"1299",1299,63.72784,"son"
"1300",1300,63.73231,"son"
"1301",1301,64.39579,"son"
"1302",1302,63.70072,"son"
"1303",1303,64.44796,"son"
"1304",1304,64.2795,"son"
"1305",1305,65.18412,"son"
"1306",1306,65.10118,"son"
"1307",1307,65.56277,"son"
"1308",1308,64.94454,"son"
"1309",1309,65.14227,"son"
"1310",1310,65.16843,"son"
"1311",1311,65.58149,"son"
"1312",1312,65.63474,"son"
"1313",1313,64.87191,"son"
"1314",1314,65.4176,"son"
"1315",1315,64.7231,"son"
"1316",1316,65.84559,"son"
"1317",1317,65.77333,"son"
"1318",1318,66.67371,"son"
"1319",1319,66.54726,"son"
"1320",1320,66.43228,"son"
"1321",1321,66.3326,"son"
"1322",1322,66.24935,"son"
"1323",1323,66.39759,"son"
"1324",1324,66.69366,"son"
"1325",1325,66.22114,"son"
"1326",1326,66.43499,"son"
"1327",1327,66.65758,"son"
"1328",1328,65.76873,"son"
"1329",1329,66.20784,"son"
"1330",1330,66.30166,"son"
"1331",1331,65.81894,"son"
"1332",1332,66.34562,"son"
"1333",1333,66.88369,"son"
"1334",1334,66.8162,"son"
"1335",1335,67.36245,"son"
"1336",1336,67.68308,"son"
"1337",1337,67.19885,"son"
"1338",1338,67.26903,"son"
"1339",1339,67.45131,"son"
"1340",1340,68.95907,"son"
"1341",1341,62.013,"son"
"1342",1342,64.10658,"son"
"1343",1343,66.00879,"son"
"1344",1344,65.77796,"son"
"1345",1345,66.94446,"son"
"1346",1346,66.81229,"son"
"1347",1347,67.01431,"son"
"1348",1348,67.43705,"son"
"1349",1349,66.8442,"son"
"1350",1350,67.25391,"son"
"1351",1351,67.52273,"son"
"1352",1352,67.17782,"son"
"1353",1353,67.6068,"son"
"1354",1354,66.8991,"son"
"1355",1355,66.74675,"son"
"1356",1356,67.16928,"son"
"1357",1357,67.23833,"son"
"1358",1358,66.75589,"son"
"1359",1359,66.79828,"son"
"1360",1360,67.488,"son"
"1361",1361,67.1104,"son"
"1362",1362,67.06455,"son"
"1363",1363,66.93899,"son"
"1364",1364,67.54723,"son"
"1365",1365,66.85662,"son"
"1366",1366,67.70971,"son"
"1367",1367,67.88296,"son"
"1368",1368,68.66534,"son"
"1369",1369,68.58164,"son"
"1370",1370,68.44493,"son"
"1371",1371,68.41199,"son"
"1372",1372,68.44665,"son"
"1373",1373,68.38258,"son"
"1374",1374,67.92987,"son"
"1375",1375,68.3033,"son"
"1376",1376,67.97479,"son"
"1377",1377,68.18304,"son"
"1378",1378,68.57984,"son"
"1379",1379,68.56974,"son"
"1380",1380,67.81854,"son"
"1381",1381,67.8796,"son"
"1382",1382,68.22794,"son"
"1383",1383,68.01258,"son"
"1384",1384,67.85023,"son"
"1385",1385,67.80077,"son"
"1386",1386,68.59968,"son"
"1387",1387,68.08671,"son"
"1388",1388,67.87656,"son"
"1389",1389,68.47849,"son"
"1390",1390,68.60006,"son"
"1391",1391,68.07838,"son"
"1392",1392,68.08199,"son"
"1393",1393,67.73211,"son"
"1394",1394,68.4132,"son"
"1395",1395,68.59541,"son"
"1396",1396,68.28458,"son"
"1397",1397,68.06489,"son"
"1398",1398,68.41445,"son"
"1399",1399,69.36998,"son"
"1400",1400,69.00435,"son"
"1401",1401,69.37297,"son"
"1402",1402,68.89496,"son"
"1403",1403,69.37382,"son"
"1404",1404,69.34415,"son"
"1405",1405,68.96686,"son"
"1406",1406,69.59887,"son"
"1407",1407,69.24597,"son"
"1408",1408,69.68301,"son"
"1409",1409,68.90541,"son"
"1410",1410,69.07283,"son"
"1411",1411,69.03297,"son"
"1412",1412,69.18202,"son"
"1413",1413,69.64233,"son"
"1414",1414,68.82818,"son"
"1415",1415,69.24165,"son"
"1416",1416,69.10265,"son"
"1417",1417,68.98512,"son"
"1418",1418,69.31551,"son"
"1419",1419,69.20435,"son"
"1420",1420,68.93765,"son"
"1421",1421,69.36661,"son"
"1422",1422,68.71181,"son"
"1423",1423,68.75662,"son"
"1424",1424,69.35439,"son"
"1425",1425,69.42891,"son"
"1426",1426,69.52003,"son"
"1427",1427,69.2275,"son"
"1428",1428,69.95069,"son"
"1429",1429,69.9199,"son"
"1430",1430,69.98123,"son"
"1431",1431,69.74222,"son"
"1432",1432,69.82326,"son"
"1433",1433,69.90223,"son"
"1434",1434,70.2992,"son"
"1435",1435,69.83745,"son"
"1436",1436,69.94847,"son"
"1437",1437,70.27479,"son"
"1438",1438,70.67752,"son"
"1439",1439,70.38903,"son"
"1440",1440,70.37578,"son"
"1441",1441,70.60668,"son"
"1442",1442,70.16921,"son"
"1443",1443,69.85223,"son"
"1444",1444,70.23353,"son"
"1445",1445,70.28373,"son"
"1446",1446,70.33881,"son"
"1447",1447,69.81443,"son"
"1448",1448,70.54739,"son"
"1449",1449,69.96746,"son"
"1450",1450,69.73702,"son"
"1451",1451,69.8604,"son"
"1452",1452,70.87111,"son"
"1453",1453,71.36657,"son"
"1454",1454,71.1878,"son"
"1455",1455,70.75001,"son"
"1456",1456,70.72998,"son"
"1457",1457,71.32092,"son"
"1458",1458,70.88794,"son"
"1459",1459,70.9085,"son"
"1460",1460,70.87662,"son"
"1461",1461,71.19803,"son"
"1462",1462,71.31925,"son"
"1463",1463,71.22916,"son"
"1464",1464,71.35939,"son"
"1465",1465,71.60205,"son"
"1466",1466,70.97309,"son"
"1467",1467,71.1886,"son"
"1468",1468,71.40319,"son"
"1469",1469,71.39524,"son"
"1470",1470,70.88752,"son"
"1471",1471,71.27449,"son"
"1472",1472,72.10289,"son"
"1473",1473,72.03197,"son"
"1474",1474,71.9969,"son"
"1475",1475,71.72577,"son"
"1476",1476,71.92914,"son"
"1477",1477,72.20518,"son"
"1478",1478,72.29401,"son"
"1479",1479,72.5854,"son"
"1480",1480,72.04673,"son"
"1481",1481,71.80541,"son"
"1482",1482,71.80464,"son"
"1483",1483,73.06559,"son"
"1484",1484,73.44548,"son"
"1485",1485,73.19223,"son"
"1486",1486,73.37471,"son"
"1487",1487,73.22554,"son"
"1488",1488,72.88357,"son"
"1489",1489,72.77826,"son"
"1490",1490,73.26989,"son"
"1491",1491,73.96165,"son"
"1492",1492,74.64342,"son"
"1493",1493,73.92565,"son"
"1494",1494,74.58767,"son"
"1495",1495,74.31029,"son"
"1496",1496,75.10003,"son"
"1497",1497,77.15504,"son"
"1498",1498,60.78204,"son"
"1499",1499,62.36303,"son"
"1500",1500,66.40186,"son"
"1501",1501,58.50708,"son"
"1502",1502,70.00052,"son"
"1503",1503,70.99433,"son"
"1504",1504,64.96417,"son"
"1505",1505,70.47639,"son"
"1506",1506,69.23383,"son"
"1507",1507,64.90184,"son"
"1508",1508,68.7749,"son"
"1509",1509,69.85805,"son"
"1510",1510,62.52373,"son"
"1511",1511,63.28805,"son"
"1512",1512,63.52861,"son"
"1513",1513,62.87456,"son"
"1514",1514,63.91754,"son"
"1515",1515,64.32325,"son"
"1516",1516,64.22405,"son"
"1517",1517,64.59643,"son"
"1518",1518,64.28548,"son"
"1519",1519,63.78835,"son"
"1520",1520,65.66404,"son"
"1521",1521,64.80838,"son"
"1522",1522,65.63528,"son"
"1523",1523,64.74897,"son"
"1524",1524,64.79081,"son"
"1525",1525,65.10988,"son"
"1526",1526,65.55215,"son"
"1527",1527,65.30083,"son"
"1528",1528,65.1426,"son"
"1529",1529,65.09433,"son"
"1530",1530,64.81397,"son"
"1531",1531,65.95058,"son"
"1532",1532,66.37511,"son"
"1533",1533,66.38624,"son"
"1534",1534,66.31904,"son"
"1535",1535,65.80919,"son"
"1536",1536,66.09556,"son"
"1537",1537,66.49077,"son"
"1538",1538,66.32632,"son"
"1539",1539,66.59779,"son"
"1540",1540,66.00909,"son"
"1541",1541,66.45585,"son"
"1542",1542,66.00818,"son"
"1543",1543,66.46605,"son"
"1544",1544,66.37783,"son"
"1545",1545,66.34685,"son"
"1546",1546,66.31558,"son"
"1547",1547,66.62303,"son"
"1548",1548,66.79229,"son"
"1549",1549,67.5336,"son"
"1550",1550,67.15587,"son"
"1551",1551,66.78051,"son"
"1552",1552,67.25544,"son"
"1553",1553,66.79006,"son"
"1554",1554,66.88298,"son"
"1555",1555,68.1121,"son"
"1556",1556,63.61572,"son"
"1557",1557,63.17978,"son"
"1558",1558,65.67211,"son"
"1559",1559,67.23403,"son"
"1560",1560,67.4089,"son"
"1561",1561,67.57913,"son"
"1562",1562,67.20643,"son"
"1563",1563,67.10018,"son"
"1564",1564,66.80557,"son"
"1565",1565,67.09308,"son"
"1566",1566,66.91372,"son"
"1567",1567,66.77528,"son"
"1568",1568,66.97572,"son"
"1569",1569,67.66639,"son"
"1570",1570,67.62089,"son"
"1571",1571,67.66841,"son"
"1572",1572,67.32572,"son"
"1573",1573,67.04153,"son"
"1574",1574,66.96445,"son"
"1575",1575,67.07223,"son"
"1576",1576,67.169,"son"
"1577",1577,67.48077,"son"
"1578",1578,67.67057,"son"
"1579",1579,66.86465,"son"
"1580",1580,67.04437,"son"
"1581",1581,67.72523,"son"
"1582",1582,68.52969,"son"
"1583",1583,67.8741,"son"
"1584",1584,67.84693,"son"
"1585",1585,68.26632,"son"
"1586",1586,68.18364,"son"
"1587",1587,68.55723,"son"
"1588",1588,67.77137,"son"
"1589",1589,67.92976,"son"
"1590",1590,67.72522,"son"
"1591",1591,67.98916,"son"
"1592",1592,68.0679,"son"
"1593",1593,67.772,"son"
"1594",1594,68.11035,"son"
"1595",1595,68.16623,"son"
"1596",1596,68.61054,"son"
"1597",1597,68.2893,"son"
"1598",1598,68.38263,"son"
"1599",1599,68.6212,"son"
"1600",1600,68.27802,"son"
"1601",1601,67.93914,"son"
"1602",1602,67.7105,"son"
"1603",1603,68.351,"son"
"1604",1604,68.14712,"son"
"1605",1605,67.97421,"son"
"1606",1606,68.23682,"son"
"1607",1607,68.05699,"son"
"1608",1608,68.49856,"son"
"1609",1609,68.58894,"son"
"1610",1610,67.74098,"son"
"1611",1611,68.69765,"son"
"1612",1612,68.63531,"son"
"1613",1613,68.37844,"son"
"1614",1614,69.11352,"son"
"1615",1615,69.35385,"son"
"1616",1616,69.5135,"son"
"1617",1617,69.11,"son"
"1618",1618,69.64324,"son"
"1619",1619,69.40655,"son"
"1620",1620,69.18575,"son"
"1621",1621,68.80709,"son"
"1622",1622,69.11679,"son"
"1623",1623,69.02706,"son"
"1624",1624,69.05703,"son"
"1625",1625,69.14581,"son"
"1626",1626,68.7308,"son"
"1627",1627,68.9798,"son"
"1628",1628,68.95303,"son"
"1629",1629,69.1639,"son"
"1630",1630,68.81649,"son"
"1631",1631,68.73746,"son"
"1632",1632,69.00102,"son"
"1633",1633,69.28222,"son"
"1634",1634,69.37676,"son"
"1635",1635,68.90879,"son"
"1636",1636,69.32318,"son"
"1637",1637,69.63872,"son"
"1638",1638,69.43581,"son"
"1639",1639,68.97885,"son"
"1640",1640,69.54252,"son"
"1641",1641,68.73497,"son"
"1642",1642,69.20127,"son"
"1643",1643,70.36167,"son"
"1644",1644,70.10118,"son"
"1645",1645,70.39507,"son"
"1646",1646,70.03877,"son"
"1647",1647,69.76556,"son"
"1648",1648,70.39131,"son"
"1649",1649,70.0372,"son"
"1650",1650,70.25908,"son"
"1651",1651,69.87081,"son"
"1652",1652,70.69845,"son"
"1653",1653,70.25756,"son"
"1654",1654,69.7177,"son"
"1655",1655,70.31993,"son"
"1656",1656,69.95735,"son"
"1657",1657,69.72691,"son"
"1658",1658,70.22698,"son"
"1659",1659,70.02038,"son"
"1660",1660,70.32035,"son"
"1661",1661,70.39947,"son"
"1662",1662,69.78074,"son"
"1663",1663,69.7598,"son"
"1664",1664,70.53827,"son"
"1665",1665,70.03449,"son"
"1666",1666,70.59135,"son"
"1667",1667,71.13378,"son"
"1668",1668,71.15371,"son"
"1669",1669,71.03018,"son"
"1670",1670,70.93936,"son"
"1671",1671,70.78603,"son"
"1672",1672,71.50695,"son"
"1673",1673,71.57023,"son"
"1674",1674,70.83563,"son"
"1675",1675,70.96118,"son"
"1676",1676,71.55428,"son"
"1677",1677,71.08274,"son"
"1678",1678,71.49587,"son"
"1679",1679,71.36997,"son"
"1680",1680,71.49891,"son"
"1681",1681,71.01177,"son"
"1682",1682,71.62784,"son"
"1683",1683,71.36701,"son"
"1684",1684,71.23426,"son"
"1685",1685,70.90129,"son"
"1686",1686,71.53087,"son"
"1687",1687,72.441,"son"
"1688",1688,72.5999,"son"
"1689",1689,71.79167,"son"
"1690",1690,72.00806,"son"
"1691",1691,72.01746,"son"
"1692",1692,72.44981,"son"
"1693",1693,71.92864,"son"
"1694",1694,72.0908,"son"
"1695",1695,72.57398,"son"
"1696",1696,72.53335,"son"
"1697",1697,71.78483,"son"
"1698",1698,72.57594,"son"
"1699",1699,73.06795,"son"
"1700",1700,73.18852,"son"
"1701",1701,73.39371,"son"
"1702",1702,73.3754,"son"
"1703",1703,73.67679,"son"
"1704",1704,72.84789,"son"
"1705",1705,72.99608,"son"
"1706",1706,74.67822,"son"
"1707",1707,73.8507,"son"
"1708",1708,74.35692,"son"
"1709",1709,73.99906,"son"
"1710",1710,73.92525,"son"
"1711",1711,75.67784,"son"
"1712",1712,76.10484,"son"
"1713",1713,78.2476,"son"
"1714",1714,61.89619,"son"
"1715",1715,69.86215,"son"
"1716",1716,62.26801,"son"
"1717",1717,71.40839,"son"
"1718",1718,71.60925,"son"
"1719",1719,65.51351,"son"
"1720",1720,71.86574,"son"
"1721",1721,71.16645,"son"
"1722",1722,64.53321,"son"
"1723",1723,65.25053,"son"
"1724",1724,69.62871,"son"
"1725",1725,65.10223,"son"
"1726",1726,61.03526,"son"
"1727",1727,63.12132,"son"
"1728",1728,63.5968,"son"
"1729",1729,63.47848,"son"
"1730",1730,63.83162,"son"
"1731",1731,64.18388,"son"
"1732",1732,64.66888,"son"
"1733",1733,64.06363,"son"
"1734",1734,64.38072,"son"
"1735",1735,64.60295,"son"
"1736",1736,64.81735,"son"
"1737",1737,65.22864,"son"
"1738",1738,65.62354,"son"
"1739",1739,65.62755,"son"
"1740",1740,64.8584,"son"
"1741",1741,65.6482,"son"
"1742",1742,65.6904,"son"
"1743",1743,65.58218,"son"
"1744",1744,65.08945,"son"
"1745",1745,64.87234,"son"
"1746",1746,65.68794,"son"
"1747",1747,66.54461,"son"
"1748",1748,66.23255,"son"
"1749",1749,65.91034,"son"
"1750",1750,66.29882,"son"
"1751",1751,66.33603,"son"
"1752",1752,66.19024,"son"
"1753",1753,66.12728,"son"
"1754",1754,66.1938,"son"
"1755",1755,65.82389,"son"
"1756",1756,66.61389,"son"
"1757",1757,66.45299,"son"
"1758",1758,66.25633,"son"
"1759",1759,66.53703,"son"
"1760",1760,66.28457,"son"
"1761",1761,65.90354,"son"
"1762",1762,66.61969,"son"
"1763",1763,66.59349,"son"
"1764",1764,67.30641,"son"
"1765",1765,67.41523,"son"
"1766",1766,67.51658,"son"
"1767",1767,66.94071,"son"
"1768",1768,67.11246,"son"
"1769",1769,66.99107,"son"
"1770",1770,66.94124,"son"
"1771",1771,68.06898,"son"
"1772",1772,67.47908,"son"
"1773",1773,63.00731,"son"
"1774",1774,67.40208,"son"
"1775",1775,68.75691,"son"
"1776",1776,66.90827,"son"
"1777",1777,67.28305,"son"
"1778",1778,67.15978,"son"
"1779",1779,67.12405,"son"
"1780",1780,67.07313,"son"
"1781",1781,67.17665,"son"
"1782",1782,66.74724,"son"
"1783",1783,66.81865,"son"
"1784",1784,67.43735,"son"
"1785",1785,67.37322,"son"
"1786",1786,66.96049,"son"
"1787",1787,67.40154,"son"
"1788",1788,66.91834,"son"
"1789",1789,66.93007,"son"
"1790",1790,66.78425,"son"
"1791",1791,66.7842,"son"
"1792",1792,67.15158,"son"
"1793",1793,67.45025,"son"
"1794",1794,67.68985,"son"
"1795",1795,67.13767,"son"
"1796",1796,67.60589,"son"
"1797",1797,67.96334,"son"
"1798",1798,68.65674,"son"
"1799",1799,68.42972,"son"
"1800",1800,68.01111,"son"
"1801",1801,68.61891,"son"
"1802",1802,68.50647,"son"
"1803",1803,67.77439,"son"
"1804",1804,68.09837,"son"
"1805",1805,68.19228,"son"
"1806",1806,68.54918,"son"
"1807",1807,68.59413,"son"
"1808",1808,68.65282,"son"
"1809",1809,68.40294,"son"
"1810",1810,68.54259,"son"
"1811",1811,68.59444,"son"
"1812",1812,67.87885,"son"
"1813",1813,68.0454,"son"
"1814",1814,67.96346,"son"
"1815",1815,68.55092,"son"
"1816",1816,68.07785,"son"
"1817",1817,67.93252,"son"
"1818",1818,68.5916,"son"
"1819",1819,67.90891,"son"
"1820",1820,68.63842,"son"
"1821",1821,68.6514,"son"
"1822",1822,68.40634,"son"
"1823",1823,68.19563,"son"
"1824",1824,68.3391,"son"
"1825",1825,68.13175,"son"
"1826",1826,67.79551,"son"
"1827",1827,68.24471,"son"
"1828",1828,67.96366,"son"
"1829",1829,68.02669,"son"
"1830",1830,68.07695,"son"
"1831",1831,69.23339,"son"
"1832",1832,69.22874,"son"
"1833",1833,68.9062,"son"
"1834",1834,69.33247,"son"
"1835",1835,69.53206,"son"
"1836",1836,69.02418,"son"
"1837",1837,69.26288,"son"
"1838",1838,69.55433,"son"
"1839",1839,69.3664,"son"
"1840",1840,68.96569,"son"
"1841",1841,69.33038,"son"
"1842",1842,69.10425,"son"
"1843",1843,69.29199,"son"
"1844",1844,69.26009,"son"
"1845",1845,68.71424,"son"
"1846",1846,69.48488,"son"
"1847",1847,69.48141,"son"
"1848",1848,68.88311,"son"
"1849",1849,68.83524,"son"
"1850",1850,69.42378,"son"
"1851",1851,68.82387,"son"
"1852",1852,69.06951,"son"
"1853",1853,69.18528,"son"
"1854",1854,69.26989,"son"
"1855",1855,68.83727,"son"
"1856",1856,69.11594,"son"
"1857",1857,69.39569,"son"
"1858",1858,68.70258,"son"
"1859",1859,70.39288,"son"
"1860",1860,70.49606,"son"
"1861",1861,70.11817,"son"
"1862",1862,69.75304,"son"
"1863",1863,70.25238,"son"
"1864",1864,70.28837,"son"
"1865",1865,69.71807,"son"
"1866",1866,70.13835,"son"
"1867",1867,70.41752,"son"
"1868",1868,69.91638,"son"
"1869",1869,69.7803,"son"
"1870",1870,69.90789,"son"
"1871",1871,70.29221,"son"
"1872",1872,70.20136,"son"
"1873",1873,70.42766,"son"
"1874",1874,70.40239,"son"
