"","id","price","bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","view","condition","grade","sqft_above","sqft_basement","yr_built","yr_renovated","sqft_living15","sqft_lot15","split"
"276",276,369000,4,2.5,2550,7349,2,0,0,3,9,2550,0,1989,0,2400,8508,"train"
"277",277,285000,3,1.75,1840,8601,1,0,0,3,7,920,920,1905,2014,1390,7452,"train"
"278",278,245000,3,2,1700,8448,1,0,0,3,7,1700,0,1996,0,1350,8587,"train"
"279",279,1651000,4,3.25,3640,13530,1,0,0,3,9,2570,1070,1924,2000,2760,15000,"train"
"280",280,226950,2,1,930,6600,1,0,0,3,6,930,0,1957,0,1250,6600,"train"
"281",281,276900,3,1,1270,7566,1,0,0,4,7,1270,0,1958,0,1780,7520,"train"
"282",282,285000,4,2,1760,5500,1,0,1,3,7,780,980,1925,2004,1510,5500,"train"
"283",283,203000,3,1.5,1370,7500,1,0,0,3,7,1080,290,1958,0,1400,7500,"train"
"284",284,355000,3,1,940,8512,1,0,0,4,7,940,0,1967,0,1060,8512,"train"
"285",285,350000,4,1.75,1770,7336,1,0,0,4,8,1770,0,1986,0,2030,8183,"train"
"286",286,310000,3,2,1290,6150,1,0,1,5,6,1290,0,1950,0,1960,6150,"train"
"287",287,1500000,3,3.25,3990,8505,2,0,2,3,9,2870,1120,1922,1999,3640,8505,"train"
"288",288,269950,4,3,2390,7309,2,0,0,4,7,2390,0,1944,1981,930,7308,"train"
"289",289,310000,3,1,1010,9945,1,0,0,4,6,1010,0,1973,0,1390,12710,"train"
"290",290,598950,3,2.5,1480,1531,3,0,0,3,8,1480,0,2014,0,1530,1321,"train"
"291",291,530000,3,2.5,2480,7480,2,0,0,3,9,2480,0,1992,0,2480,7480,"train"
"292",292,360000,4,2.5,2160,9528,2,0,0,3,9,2160,0,1992,0,2280,9937,"train"
"293",293,410000,3,2.5,1509,1418,3,0,0,3,8,1509,0,2014,0,1509,1991,"train"
"294",294,860000,4,2.75,2720,3840,2,0,0,3,8,1790,930,1920,2009,1360,3880,"train"
"295",295,565000,3,1.75,1720,2218,1.5,0,0,3,7,1270,450,1931,2003,1130,1600,"train"
"296",296,346500,3,1,1150,11802,1,0,0,4,7,1150,0,1932,1958,1880,6082,"train"
"297",297,400000,5,2,1930,9747,1,0,0,4,7,1020,910,1962,0,2040,9370,"train"
"298",298,312500,3,1.75,1830,7969,1,0,0,3,7,930,900,1950,2008,1790,7425,"train"
"299",299,160000,3,1,1210,103237,1,0,0,2,6,1210,0,1918,1960,1880,40510,"train"
"300",300,5680000,3,2.5,1740,1308,3,0,0,3,8,1740,0,2008,0,1740,1280,"train"
"301",301,301,3,2,1936,6612,2,0,0,3,7,1936,0,2014,0,1620,21600,"train"
"302",302,302,3,2.5,1741,5701,2,0,0,3,8,1741,0,2012,0,2002,5700,"train"
"303",303,303,4,2.75,3100,3773,2,0,0,3,8,2000,1100,1919,1996,2130,3777,"train"
"304",304,480000,6,3.75,2940,5054,2,0,0,3,7,2940,0,1942,2003,1530,5320,"train"
"305",305,415000,3,2.25,1950,8868,1,0,0,3,7,1350,600,1964,0,1300,8880,"train"
"306",306,410000,3,2.5,2150,4332,2,0,0,3,8,2150,0,2013,0,2140,4332,"train"
"307",307,989000,6,4.5,3830,4800,3,0,0,3,9,3050,780,1919,2004,1990,4800,"train"
"308",308,847093,4,2.75,2760,5670,2,0,0,3,10,2760,0,2014,0,2760,6600,"train"
"309",309,373000,4,1.75,1590,7920,2,0,0,4,7,1590,0,1960,0,1720,7998,"train"
"310",310,470000,3,1,1460,8227,1,0,0,3,6,880,580,1948,0,1530,8128,"train"
"311",311,225000,3,1.75,1760,26055,1,0,0,3,7,920,840,1979,0,1350,13475,"train"
"312",312,740000,5,3.5,2720,11454,2,0,0,3,9,1830,890,1988,0,2920,11310,"train"
"313",313,272000,3,1,1130,8100,1.5,0,0,3,6,1130,0,1934,0,1080,8100,"train"
"314",314,350000,3,1.75,1740,29597,1,0,0,4,7,1740,0,1965,0,1560,20741,"train"
"315",315,263900,3,2.5,1658,2700,2,0,0,3,8,1658,0,2014,0,1658,2700,"train"
"316",316,520000,4,2.5,3060,7161,2,0,0,3,8,2860,200,2005,0,2950,6822,"train"
"317",317,357000,3,1.5,1340,11744,1,0,0,2,7,1340,0,1950,0,2020,13673,"train"
"318",318,1400000,4,4.5,3080,10550,2,0,3,3,8,1940,1140,1976,2007,2780,10550,"train"
"319",319,375000,4,2.25,1450,7245,1,0,0,5,7,1450,0,1950,1983,1660,7800,"train"
"320",320,550000,5,2,2450,9488,1,0,0,4,7,1240,1210,1900,1955,1310,5693,"train"
"321",321,345000,3,1,1060,5600,1,0,0,4,6,760,300,1943,0,1310,5600,"train"
"322",322,372500,3,1.75,1680,8648,1,0,0,4,7,1680,0,1963,0,1290,8147,"train"
"323",323,1320000,4,3.5,4410,36200,2,0,0,3,11,4410,0,1989,0,4760,35860,"train"
"324",324,2650000,4,3.5,4700,13730,2,0,3,3,11,3500,1200,1958,1995,3210,15306,"train"
"325",325,286000,4,2.5,2060,16000,2,0,0,3,6,2060,0,1993,0,1530,8000,"train"
"326",326,565000,3,2.5,2700,6037,2,0,0,3,8,2700,0,2004,0,2740,6054,"train"
"327",327,345000,3,2.5,1380,1547,3,0,0,3,8,1380,0,2000,0,1380,1465,"train"
"328",328,207000,3,1,990,10800,1,0,0,4,6,990,0,1959,0,1060,10364,"train"
"329",329,595000,3,2,1480,5000,1,0,0,4,7,750,730,1928,0,1250,4000,"train"
"330",330,399900,3,1.75,1260,12750,1,0,0,3,7,1260,0,1979,0,1460,7865,"train"
"331",331,265000,3,1,1000,9150,1,0,0,3,7,1000,0,1969,0,1490,10647,"train"
"332",332,650000,3,2,1840,3075,1,0,0,5,7,920,920,1928,0,1480,3774,"train"
"333",333,1350000,5,3,5530,38816,1.5,0,2,3,10,5530,0,1969,1994,3800,44417,"train"
"334",334,777000,4,4,2680,6000,1,0,0,3,7,1380,1300,1962,2014,1930,6000,"train"
"335",335,325000,2,1,810,6827,1,0,0,3,6,810,0,1944,0,990,6827,"train"
"336",336,257100,3,1.5,1500,10227,1,0,0,4,7,1000,500,1945,0,1490,7670,"train"
"337",337,1425000,4,4.25,4960,6000,2.5,0,0,3,11,3680,1280,1909,2003,2160,4080,"train"
"338",338,700000,2,1.75,2320,5500,1.5,0,2,3,8,1720,600,1925,2000,2380,5000,"train"
"339",339,510000,4,2.5,2440,10423,1,0,0,3,7,2440,0,1955,1993,1990,7758,"train"
"340",340,523000,3,1.5,1260,3135,1.5,0,0,3,8,1260,0,1931,0,1700,4180,"train"
"341",341,500000,4,4.5,2690,7350,1.5,0,0,5,7,2690,0,1949,0,1660,9000,"train"
"342",342,652100,3,2.5,2380,5017,2,0,0,3,9,2380,0,2003,0,2670,6066,"train"
"343",343,200450,3,1,970,9130,1,0,0,3,6,970,0,1957,0,1000,8886,"train"
"344",344,370000,3,2,1860,9100,1.5,0,0,3,8,1860,0,1939,2006,1620,9519,"train"
"345",345,565000,4,1,2170,12100,1,0,0,5,7,2170,0,1961,0,1270,12844,"train"
"346",346,312000,3,2.5,2280,6386,2,0,0,3,8,2280,0,2008,0,2550,4835,"train"
"347",347,625000,4,2.5,2601,34335,2,0,0,3,9,2601,0,1995,0,2080,32336,"train"
"348",348,295000,4,2.5,2160,7725,1,0,0,4,8,1460,700,1978,0,2060,8250,"train"
"349",349,424950,4,2.5,2760,5564,2,0,0,3,7,2760,0,2001,0,2670,5626,"train"
"350",350,1408760,4,4,4920,50621,2,0,0,3,10,4280,640,2012,0,4920,74052,"train"
"351",351,1535000,4,3.25,2850,4100,2,0,3,3,10,1820,1030,1908,2003,2130,4200,"train"
"352",352,225000,3,2,1460,7740,1,0,0,3,7,1460,0,1968,0,1540,7644,"train"
"353",353,762000,3,1.75,2150,2527,2,0,0,4,8,1400,750,1906,0,1610,3663,"train"
"354",354,243000,3,1,1500,6600,1,0,0,2,6,1500,0,1970,0,1730,6600,"train"
"355",355,700000,2,1.5,1850,4945,1.5,0,2,4,7,1850,0,1907,1969,1850,4950,"train"
"356",356,775000,4,2.5,2880,8400,2,0,4,3,8,2050,830,1955,1987,2880,7440,"train"
"357",357,1850000,5,2.25,2800,8442,2,1,4,3,9,2800,0,1963,2001,3220,9156,"train"
"358",358,815000,5,3.5,3500,10794,2,0,0,3,10,3500,0,1996,0,3110,10837,"train"
"359",359,415000,3,1,1560,4500,1.5,0,0,3,7,1560,0,1903,0,1660,4500,"train"
"360",360,430000,3,3.75,3890,7140,1,0,2,3,8,2390,1500,1943,2007,1820,7320,"train"
"361",361,830000,3,2.5,3370,6550,2,0,2,4,8,2840,530,1912,2001,1500,6550,"train"
"362",362,475000,3,3.25,1380,1121,3,0,0,3,8,1380,0,2008,0,1310,1405,"train"
"363",363,720000,2,1,1580,2199,2,0,2,3,8,1580,0,1921,1995,2170,4405,"train"
"364",364,299000,3,2.25,1350,3582,2,0,0,3,8,1350,0,2010,0,1940,3860,"train"
"365",365,460000,4,2.5,2200,6400,2,0,0,3,8,2200,0,2010,0,2600,5870,"train"
"366",366,690500,4,2.75,3130,8920,2,0,0,3,8,3130,0,2014,0,1450,9183,"train"
"367",367,275000,2,1.5,1160,1103,2,0,0,3,7,890,270,2006,0,1160,1086,"train"
"368",368,550000,3,1.75,1380,3402,1.5,0,0,3,7,1380,0,1900,2000,1500,5496,"train"
"369",369,389000,3,1.75,1820,8028,1,0,0,3,7,1220,600,1980,0,1940,11100,"train"
"370",370,199990,2,1,890,6430,1,0,0,3,6,890,0,1935,1997,1460,6430,"train"
"371",371,465000,5,1.5,1750,12491,1,0,0,3,6,1390,360,1961,0,1560,12473,"train"
"372",372,370000,3,1,940,7910,1,0,0,4,6,940,0,1959,0,1000,7700,"train"
"373",373,535000,3,1.75,1380,3561,1,0,0,4,7,860,520,1925,0,1820,4593,"train"
"374",374,232500,3,1,1320,8450,1,0,0,3,6,880,440,1961,0,1320,8450,"train"
"375",375,1580000,4,2.5,4570,74487,2,0,4,5,12,4570,0,1948,1985,3810,74487,"train"
"376",376,420000,3,1.5,2390,4600,2,0,0,3,8,1750,640,1920,1995,1690,5220,"train"
"377",377,1000000,3,3,2880,3750,2,0,0,3,9,2220,660,1909,1991,1910,4000,"train"
"378",378,675000,3,2.5,2540,7680,2,0,1,4,9,2540,0,1940,2001,2490,7680,"train"
"379",379,399000,4,2.5,2100,7355,1,0,0,5,7,2100,0,1969,0,1750,7200,"train"
"380",380,280000,5,2,2110,7919,1,0,0,3,7,1110,1000,1966,0,1590,5250,"train"
"381",381,299000,4,2.5,1950,3000,2,0,0,3,7,1950,0,2002,0,1170,6000,"train"
"382",382,759950,4,3.5,2100,7560,2,0,0,5,8,2100,0,2005,0,1250,7560,"train"
"383",383,750000,4,1.5,1950,6300,1.5,0,1,3,7,1650,300,1944,0,1760,6300,"train"
"384",384,360000,4,1,1460,3840,1.5,0,0,3,8,1340,120,1928,0,990,4200,"train"
"385",385,475000,3,1.75,1150,10240,1,0,0,3,6,1030,120,1918,0,1270,2566,"train"
"386",386,1100000,4,2.5,2910,8881,2,0,1,3,10,1940,970,1932,0,2540,5250,"train"
"387",387,290900,2,2,1610,17600,2,0,0,3,6,1610,0,1930,1983,1310,12950,"train"
"388",388,539950,3,2,1560,3200,1.5,0,0,3,7,1560,0,1910,2007,1240,3600,"train"
"389",389,515000,3,2.25,1920,11500,1,0,0,3,8,1920,0,1972,2000,2260,8866,"train"
"390",390,285000,3,1.75,1720,13104,1,0,0,4,7,1720,0,1962,0,1840,13104,"train"
"391",391,433000,3,1.75,2160,8565,1,0,0,3,8,1730,430,1971,0,2910,9570,"train"
"392",392,479950,3,2,2260,7163,1,0,0,3,9,2260,0,2012,0,2340,6730,"train"
"393",393,474000,4,2.25,1960,14834,1,0,0,4,8,1330,630,1976,0,1540,15000,"train"
"394",394,307000,3,1.75,1890,13860,1,0,0,5,7,1890,0,1966,0,1500,14536,"train"
"395",395,808250,3,2,1750,2640,1,0,0,3,8,1010,740,1914,2005,1750,4560,"train"
"396",396,415000,3,1.75,1270,4800,1,0,0,3,7,1270,0,1952,2014,1220,4800,"train"
"397",397,279950,3,2,1750,9750,1,0,0,3,7,1350,400,1961,0,1900,10125,"train"
"398",398,647500,3,1.75,1290,3870,1,0,0,5,7,1290,0,1916,0,2020,5850,"train"
"399",399,492000,4,2.5,3305,16164,1.5,0,0,5,7,2245,1060,1922,1956,1620,8883,"train"
"400",400,2100000,4,1.5,1130,7840,1,0,0,4,7,1130,0,1970,0,1690,7840,"train"
"401",401,612500,4,2.5,2730,12261,2,0,0,3,9,2730,0,1991,0,2730,10872,"train"
"402",402,450000,4,2,1960,5008,1,0,0,3,6,980,980,1900,1988,1175,2315,"train"
"403",403,385000,3,2.5,2230,8296,2,0,0,3,7,2230,0,2004,0,2480,5940,"train"
"404",404,225000,4,2,1750,7245,1,0,0,4,7,1050,700,1974,0,1640,7245,"train"
"405",405,469000,3,3.25,1370,1194,3,0,0,3,8,1370,0,2004,0,1800,2678,"train"
"406",406,475000,3,2.25,1380,1621,2,0,0,3,8,1140,240,2007,0,1460,1403,"train"
"407",407,690000,3,2.5,2590,4961,2,0,0,3,9,2590,0,1944,2007,1230,4961,"train"
"408",408,345000,3,1.75,1540,6909,1,0,0,4,7,920,620,1955,0,1130,6908,"train"
"409",409,239950,3,1.75,1230,9600,1,0,0,4,7,1230,0,1984,0,1330,8250,"train"
"410",410,970000,4,1.75,4060,4000,2,0,3,3,10,2890,1170,1953,1995,1860,4000,"train"
"411",411,1081000,4,3,2490,4325,1.5,0,0,3,8,1690,800,1922,2003,1960,4284,"train"
"412",412,487500,3,2.5,1810,1988,2,0,0,3,7,1350,460,1997,0,1600,1525,"train"
"413",413,332500,3,2,1600,7995,1,0,0,3,7,1600,0,1950,1984,2440,6900,"train"
"414",414,710000,4,2.75,2460,3600,2,0,0,3,8,1640,820,1907,2007,1890,3600,"train"
"415",415,547000,5,2.5,2200,4080,1.5,0,0,5,7,1420,780,1916,0,1300,4080,"train"
"416",416,645000,3,2.25,1640,1023,3,0,0,3,8,1640,0,2014,0,1720,1960,"train"
"417",417,590000,4,2.5,3700,12500,1,0,0,5,8,1920,1780,1973,0,2020,8350,"train"
"418",418,760000,3,1.5,1170,7645,1,0,0,4,7,1170,0,1955,0,1870,7678,"train"
"419",419,260000,4,1,1220,7980,1.5,0,0,3,6,1220,0,1944,0,1210,7920,"train"
"420",420,298450,5,3,2100,9752,1,0,0,3,8,1200,900,2007,0,1270,10200,"train"
"421",421,650500,5,4.25,3920,11412,2,0,0,3,7,3920,0,1955,2005,1400,9750,"train"
"422",422,306000,3,2,1160,7217,1,0,0,3,7,1160,0,1969,0,1870,9104,"train"
"423",423,450000,2,1.5,1310,1264,2,0,0,3,8,1120,190,2006,0,1330,1265,"train"
"424",424,691000,2,2,1780,3810,1.5,0,0,3,7,980,800,1922,0,1690,3810,"train"
"425",425,599000,4,2.75,2020,2750,1,0,0,3,8,1010,1010,1917,2014,1840,4000,"train"
"426",426,625000,5,2.75,2910,85377,1,0,0,4,8,1510,1400,1966,0,2160,66120,"train"
"427",427,550000,3,1,1260,6000,1,0,3,3,7,1260,0,1951,0,2020,6600,"train"
"428",428,405000,3,1.75,1900,10454,1,0,0,3,7,1390,510,1978,0,2000,12000,"train"
"429",429,236000,4,2.75,2000,5827,2,0,0,3,7,2000,0,1997,0,1710,6929,"train"
"430",430,530000,3,1.75,1660,4800,1,0,0,3,7,960,700,1941,1996,1510,4800,"train"
"431",431,467000,4,2.75,2170,5024,2,0,0,3,8,2170,0,2012,0,2460,5024,"train"
"432",432,585000,5,3.5,3180,40946,1,0,3,3,7,1690,1490,1968,0,2430,29620,"train"
"433",433,695000,3,2,2632,18743,2,0,3,3,10,2632,0,2000,0,1970,14171,"train"
"434",434,452000,3,2,2270,148975,1,0,0,4,6,1270,1000,1900,1980,2210,17388,"train"
"435",435,180000,3,2.25,1990,6350,2,0,0,3,7,1990,0,1967,0,1220,6250,"train"
"436",436,171000,4,2,1520,19672,1,0,0,3,6,1020,500,1920,0,1810,7840,"train"
"437",437,507250,3,2.5,2270,5536,2,0,0,3,8,2270,0,2003,0,2270,5731,"train"
"438",438,410000,4,2.5,2560,4020,2,0,0,3,9,2560,0,2006,0,3010,4916,"train"
"439",439,1050000,4,2.5,2920,7200,1,0,3,3,8,1470,1450,1921,2006,3210,6825,"train"
"440",440,675000,4,3,2780,5000,1.5,0,0,5,7,1710,1070,1919,0,1150,5000,"train"
"441",441,638500,4,2.5,1980,6568,2,0,0,3,8,1980,0,2004,0,2310,6496,"train"
"442",442,609900,4,2.5,3190,7399,2,0,0,3,10,3190,0,2006,0,3250,7323,"train"
"443",443,270000,5,2.5,2140,10320,1,0,0,4,7,1330,810,1967,0,2050,8964,"train"
"444",444,425000,3,1.5,1570,12412,1,0,3,3,8,1570,0,1954,0,2130,12412,"train"
"445",445,537000,3,3,2410,7479,2,0,2,3,7,2410,0,1942,1988,2610,7479,"train"
"446",446,415000,3,2.75,3900,111514,2,0,0,3,6,3460,440,1967,2008,2460,217800,"train"
"447",447,552500,3,1.5,1300,1435,2,0,0,3,8,1120,180,2007,0,1320,1652,"train"
"448",448,910000,4,3.25,3340,10890,1.5,0,0,3,9,2240,1100,1963,2000,2880,9794,"train"
"449",449,385000,4,2.5,2050,5276,2,0,0,3,7,2050,0,2006,0,2480,5447,"train"
"450",450,279000,4,2,1980,10051,1,0,0,3,7,1980,0,1969,2003,1520,10125,"train"
"451",451,263000,3,2.25,1590,7748,2,0,0,4,7,1590,0,1991,0,1590,7606,"train"
"452",452,280000,3,2.5,1580,7918,2,0,0,3,7,1580,0,1994,0,1650,7916,"train"
"453",453,496000,2,1,1420,4635,2,0,0,4,7,1420,0,1941,1973,1810,4635,"train"
"454",454,440000,3,1.75,1430,8400,1,0,0,4,7,1430,0,1961,0,1570,7800,"train"
"455",455,400000,3,2.5,2580,214315,1.5,0,0,3,8,2580,0,1946,1986,2580,70131,"train"
"456",456,535000,3,1,1580,6300,1,0,0,3,7,1180,400,1925,0,1560,1601,"train"
"457",457,250000,3,1.75,1160,6134,1,0,0,3,7,1160,0,1998,0,1330,6301,"train"
"458",458,2750000,4,3.25,4430,21000,2,0,0,3,10,4430,0,1952,2007,3930,20000,"train"
"459",459,415000,4,2,1960,10559,2,0,0,4,7,1960,0,1955,0,1580,7769,"train"
"460",460,998000,4,2.5,3030,6820,2,0,0,3,9,2530,500,1947,2000,2070,6820,"train"
"461",461,690000,3,2,1610,5100,1.5,0,0,5,8,1610,0,1940,0,1740,5100,"train"
"462",462,500000,4,2.5,2840,18001,2,0,0,3,9,2840,0,1994,0,2500,18001,"train"
"463",463,440000,3,1,1610,5500,1.5,0,0,3,7,1610,0,1903,1973,1200,5701,"train"
"464",464,326250,3,1,1060,9663,1,0,0,3,7,1060,0,1967,0,1320,10162,"train"
"465",465,750000,4,1.5,2060,4000,1.5,0,2,3,7,1580,480,1920,1990,1160,4000,"train"
"466",466,383000,3,1,1150,10196,1,0,0,4,7,1150,0,1957,0,1410,8925,"train"
"467",467,520000,3,3.25,1540,1487,2,0,0,3,8,1540,0,2011,0,1620,1104,"train"
"468",468,740500,3,3.5,4380,6350,2,0,0,3,8,2780,1600,1900,1999,1830,6350,"train"
"469",469,442500,6,2.5,2800,10490,1,0,0,3,7,1400,1400,1968,0,2290,8716,"train"
"470",470,780000,3,2.25,2140,3000,2,0,0,3,9,2140,0,1905,2006,1430,4712,"train"
"471",471,450000,3,2,2290,16258,1,0,0,5,8,2290,0,1960,0,1660,10530,"train"
"472",472,179000,2,1,990,8760,1,0,0,3,7,990,0,1977,0,1560,11880,"train"
"473",473,1646000,6,3.5,4010,16200,1,0,0,3,8,2090,1920,1955,1990,3560,16200,"train"
"474",474,520000,2,1,1340,6380,1,0,0,3,7,890,450,1939,0,1380,6380,"train"
"475",475,550000,3,2.25,2160,15360,1,0,0,3,8,1410,750,1965,2000,2180,8480,"train"
"476",476,487000,3,1.75,1770,10125,2,0,0,3,7,1770,0,1944,1978,1680,9825,"train"
"477",477,395000,3,2,1470,10125,1,0,0,4,7,1470,0,1962,0,1440,10125,"train"
"478",478,865000,3,3.75,3830,219106,2,0,0,3,9,3830,0,1977,1999,2440,219106,"train"
"479",479,519900,4,2.5,2403,6172,2,0,0,3,9,2403,0,1999,0,2380,6075,"train"
"480",480,476500,3,1,1060,8625,2,0,0,4,7,1060,0,1962,1997,2010,8901,"train"
"481",481,1161000,4,2.5,2960,26742,1,0,3,3,8,1480,1480,1949,1996,2500,9460,"train"
"482",482,600000,3,1.75,1670,39639,1,0,0,4,8,1670,0,1976,1992,2330,30492,"train"
"483",483,252000,3,1,1170,9730,1,0,0,3,7,1170,0,1968,1986,1680,10125,"train"
"484",484,499000,3,2,2090,42689,1.5,0,0,3,7,2090,0,1959,1998,1890,18276,"train"
"485",485,260000,3,1,1300,10139,1,0,0,3,7,1300,0,1962,2007,1260,10139,"train"
"486",486,443950,3,1.75,2000,36000,1,0,0,3,6,2000,0,1946,1995,2100,9681,"train"
"487",487,723000,4,3.5,3510,9263,2,0,0,3,10,3510,0,2001,0,3690,10417,"train"
"488",488,315000,3,2.25,2200,8750,1,0,0,4,7,1120,1080,1964,0,1460,10139,"train"
"489",489,760000,4,2.5,3580,97574,2,0,0,3,9,3580,0,2004,0,2510,27068,"train"
"490",490,390000,3,1.75,1300,10030,1,0,0,4,7,1300,0,1967,0,1520,7713,"train"
"491",491,253000,3,1,1030,6250,1,0,0,3,7,1030,0,1960,1997,1160,7250,"train"
"492",492,393000,3,2,1320,10720,2,0,0,3,8,1320,0,1981,0,1910,13639,"train"
"493",493,459000,4,3,1900,9077,2,0,0,3,7,1900,0,1954,2015,1900,12868,"train"
"494",494,1400000,4,3.25,2980,7000,2,0,3,3,10,2140,840,1900,2014,2200,4800,"train"
"495",495,613500,3,3.25,1876,1531,3,0,0,3,9,1876,0,2009,0,1876,1533,"train"
"496",496,420000,3,1,1240,7300,1,0,0,3,7,1240,0,1968,0,1240,8260,"train"
"497",497,534950,5,1.5,2240,6337,1,0,0,3,8,1280,960,1956,0,1870,6380,"train"
"498",498,426000,3,2.5,2210,5750,2,0,0,3,7,1710,500,1914,2000,1350,5750,"train"
"499",499,625000,3,1.75,1580,20588,1,0,0,3,8,1580,0,1970,0,2080,7800,"train"
"500",500,3250000,3,1.75,179,27427,1,0,0,1,174,1130,660,1978,0,1610,16684,"train"
"501",501,254000,4,2,1510,4235,1,0,0,3,7,1510,0,1955,0,1510,4268,"train"
"502",502,659000,4,2,1980,23625,2,0,0,3,8,1980,0,1938,1984,2300,24640,"train"
"503",503,577000,2,1.75,1620,4879,1,0,0,3,7,1040,580,1924,2011,1500,5000,"train"
"504",504,1035000,3,2.5,2230,5750,2,0,0,3,9,2230,0,2003,0,1900,8238,"train"
"505",505,607000,4,2,1490,4054,1.5,0,0,5,7,1490,0,1926,0,1510,3889,"train"
"506",506,360000,4,2.5,2210,17715,2,0,0,3,8,2210,0,1997,0,2210,16907,"train"
"507",507,255000,2,2,1360,5433,1,0,0,3,8,1360,0,1974,2003,1160,5264,"train"
"508",508,2900000,4,3.25,5050,20100,1.5,0,2,3,11,4750,300,1982,2008,3890,20060,"train"
"509",509,389950,2,1,820,4234,1,0,1,3,6,820,0,1951,0,1550,4236,"train"
"510",510,250000,3,1.75,1780,35233,1,0,0,4,8,1420,360,1979,0,1950,17334,"train"
"511",511,413100,3,2.25,1790,231303,1,0,0,3,7,1250,540,1980,0,2090,93654,"train"
"512",512,280000,4,2.75,2230,10160,1,0,0,3,7,1400,830,1968,0,1740,10080,"train"
"513",513,574000,3,2,2060,7000,1,0,0,4,9,2060,0,1988,0,2110,7000,"train"
"514",514,415000,3,2.25,2180,11100,1,0,0,5,8,1700,480,1979,0,2350,11397,"train"
"515",515,340000,3,2,1410,10015,1,0,3,3,6,1410,0,1993,0,1570,10485,"train"
"516",516,835000,3,1.75,1490,3840,2,0,0,3,8,1490,0,1984,2014,3450,8500,"train"
"517",517,620000,4,2.5,2580,7465,2,0,0,3,8,2580,0,1993,0,2350,7596,"train"
"518",518,219900,4,1.5,1120,5427,1,0,0,3,6,1120,0,1969,2014,1150,5304,"train"
"519",519,457000,3,1.75,1690,6375,1,0,0,3,8,1690,0,1903,2002,1270,7774,"train"
"520",520,710800,3,2.5,2880,36820,2,0,0,3,10,2880,0,1992,0,3190,36820,"train"
"521",521,950000,3,2.5,3480,7800,1,0,0,4,7,1750,1730,1941,1998,3010,9918,"train"
"522",522,398000,3,1.75,1890,16001,1.5,0,0,4,7,1890,0,1950,0,1820,11450,"train"
"523",523,550000,3,2.75,2330,4780,2,0,3,3,8,1730,600,1930,1988,1100,5336,"train"
"524",524,1190000,2,1.75,2080,8112,1,1,4,4,8,1040,1040,1939,1984,2030,8408,"train"
"525",525,310000,4,2.75,2370,7320,2,0,0,3,7,2370,0,1989,0,1960,7320,"train"
"526",526,379000,5,2.5,2803,8550,1,0,0,3,8,2803,0,1963,2011,1810,8550,"train"
"527",527,724800,3,2,2050,3933,1,0,0,3,8,1180,870,1926,2001,1940,4000,"train"
"528",528,580000,4,2.75,3210,6825,1,0,0,5,7,1810,1400,1975,0,1840,8000,"train"
"529",529,655000,4,2.5,3500,11306,2,0,2,3,9,3500,0,2005,0,3180,8028,"train"
"530",530,408000,3,1,1420,8000,1,0,4,3,7,1420,0,1950,0,1780,8295,"train"
"531",531,895000,4,3,3570,10273,1.5,0,3,3,9,2630,940,1935,2007,3640,15324,"train"
"532",532,540000,3,2.5,1950,13227,2,0,0,4,9,1950,0,1978,0,2650,12943,"train"
"533",533,260000,2,1,690,6000,1,0,0,3,6,690,0,1949,0,840,3030,"train"
"534",534,595000,4,2.5,2100,3125,2,0,2,3,7,1400,700,1907,1993,2060,5040,"train"
"535",535,189950,3,1,920,6460,1,0,0,5,6,920,0,1969,0,920,4770,"train"
"536",536,1400000,3,2.75,3130,19530,1,1,4,3,8,1690,1440,1947,1984,2980,18782,"train"
"537",537,277500,2,1.5,1190,1236,3,0,0,3,7,1190,0,2005,0,1390,1756,"train"
"538",538,833000,4,2.75,3780,10308,2,0,0,3,10,3780,0,1999,0,3500,10740,"train"
"539",539,335500,3,1,1370,6780,2,0,0,3,6,1370,0,1930,0,1450,7214,"train"
"540",540,464000,6,3,2300,3404,2,0,0,3,7,1600,700,1920,1994,1560,1312,"train"
"541",541,209000,3,1,1320,3954,1.5,0,0,3,6,1320,0,1912,2014,1270,5184,"train"
"542",542,340000,3,2.75,1720,28000,1,0,0,4,7,1720,0,1958,0,2000,41817,"train"
"543",543,287000,3,2.25,1490,9600,1,0,0,4,7,1170,320,1987,0,1590,10104,"train"
"544",544,898500,4,2.75,2890,5000,1.5,0,0,3,8,1990,900,1911,2014,1080,3750,"train"
"545",545,248000,4,3.5,1850,6519,2,0,0,3,7,1130,720,1986,0,1280,6664,"train"
"546",546,575000,4,1.5,2810,7140,1,0,2,3,8,1490,1320,1954,0,2240,6825,"train"
"547",547,653675,4,2.25,2280,7229,2,0,0,4,8,2280,0,1984,0,2320,7735,"train"
"548",548,280000,3,2,1780,11342,1,0,0,3,7,1780,0,1964,0,2140,8449,"train"
"549",549,625000,4,2.25,2470,17008,2,0,0,4,8,2470,0,1979,0,2470,31798,"train"
"550",550,509250,2,1.5,1480,3120,1,0,0,3,7,930,550,1914,2007,1000,3780,"train"
"551",551,459800,3,2,1690,16061,1,0,0,3,7,1690,0,1984,0,1280,12436,"train"
"552",552,650000,3,2,1870,3388,1,0,0,4,8,1230,640,1925,0,1780,4050,"train"
"553",553,315000,2,1,790,6969,1,0,0,3,6,790,0,1955,1984,1380,12196,"train"
